loc_rowid	pl_hostname	pl_discmethod	pl_pnum	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	st_dist	st_disterr1	st_disterr2	st_distlim	pl_facility
1112	Kepler-1006	Transit	1	19.76172042	0.00006670	-0.00006670	0	496.00	64.95	-44.95	0	Kepler
1113	Kepler-1007	Transit	1	5.18500207	0.00000932	-0.00000932	0	365.00	17.69	-18.89	0	Kepler
1114	Kepler-1008	Transit	1	12.43931193	0.00002837	-0.00002837	0	299.00	13.18	-11.49	0	Kepler
1115	Kepler-1009	Transit	1	11.35011917	0.00002250	-0.00002250	0	281.00	13.64	-14.26	0	Kepler
1116	Kepler-101	Transit	2	3.48768120	0.00000700	-0.00000700	0					Kepler
1117	Kepler-101	Transit	2	6.02976000	0.00007500	-0.00007500	0					Kepler
1118	Kepler-1010	Transit	1	34.26857050	0.00011810	-0.00011810	0	610.00	41.36	-35.83	0	Kepler
1119	Kepler-1011	Transit	1	5.75322197	0.00000942	-0.00000942	0	860.00	89.02	-58.61	0	Kepler
1120	Kepler-1012	Transit	1	5.50860439	0.00001151	-0.00001151	0	420.00	22.19	-18.75	0	Kepler
1121	Kepler-1013	Transit	1	18.93054959	0.00004672	-0.00004672	0	433.00	21.12	-19.39	0	Kepler
1122	Kepler-1014	Transit	1	16.57110363	0.00003817	-0.00003817	0	672.00	61.42	-43.10	0	Kepler
1123	Kepler-1015	Transit	1	16.00494214	0.00004175	-0.00004175	0	932.00	334.63	-173.00	0	Kepler
1124	Kepler-1016	Transit	2	1.95452434	0.00000331	-0.00000331	0	1239.00	210.99	-141.40	0	Kepler
1125	Kepler-1016	Transit	2	105.65513690	0.00054520	-0.00054520	0	1239.00	210.99	-141.40	0	Kepler
1126	Kepler-1017	Transit	1	7.23400469	0.00001433	-0.00001433	0	554.00	22.09	-20.74	0	Kepler
1127	Kepler-1018	Transit	1	49.10135140	0.00018760	-0.00018760	0	894.00	103.42	-65.54	0	Kepler
1128	Kepler-1019	Transit	1	1.41122985	0.00000075	-0.00000075	0	198.00	9.14	-12.43	0	Kepler
1129	Kepler-102	Transit	5	5.28696000			0					Kepler
1130	Kepler-102	Transit	5	7.07142000			0					Kepler
1131	Kepler-102	Transit	5	10.31170000			0					Kepler
1132	Kepler-102	Transit	5	16.14570000			0					Kepler
1133	Kepler-102	Transit	5	27.45360000			0					Kepler
1134	Kepler-1020	Transit	1	96.91514960	0.00036320	-0.00036320	0	446.00	12.98	-14.07	0	Kepler
1135	Kepler-1021	Transit	1	13.47469571	0.00003210	-0.00003210	0	837.00	88.53	-67.30	0	Kepler
1136	Kepler-1022	Transit	1	10.99469878	0.00001880	-0.00001880	0	455.00	20.19	-23.27	0	Kepler
1137	Kepler-1023	Transit	1	62.13877140	0.00021990	-0.00021990	0	686.00	78.27	-44.16	0	Kepler
1138	Kepler-1024	Transit	1	66.41621330	0.00035380	-0.00035380	0	1017.00	64.86	-69.53	0	Kepler
1139	Kepler-1025	Transit	1	37.32294930	0.00013630	-0.00013630	0	716.00	148.44	-82.28	0	Kepler
1140	Kepler-1026	Transit	1	36.51560530	0.00010370	-0.00010370	0	389.00	19.89	-21.87	0	Kepler
1141	Kepler-1027	Transit	1	1.90780520	0.00000246	-0.00000246	0	291.00	7.82	-6.58	0	Kepler
1142	Kepler-1028	Transit	1	2.51462432	0.00000495	-0.00000495	0	633.00	69.95	-51.06	0	Kepler
1143	Kepler-1029	Transit	1	4.41769648	0.00000890	-0.00000890	0	422.00	23.20	-22.95	0	Kepler
1144	Kepler-103	Transit	2	15.96540000			0					Kepler
1145	Kepler-103	Transit	2	179.61200000			0					Kepler
1146	Kepler-1030	Transit	1	19.32952416	0.00007474	-0.00007474	0	795.00	41.25	-42.24	0	Kepler
1147	Kepler-1031	Transit	1	1.22621732	0.00000451	-0.00000451	0	741.00	179.60	-89.39	0	Kepler
1148	Kepler-1032	Transit	1	3.29011795	0.00000505	-0.00000505	0	607.00	20.92	-23.92	0	Kepler
1149	Kepler-1033	Transit	1	7.56052806	0.00002405	-0.00002405	0	1425.00	230.34	-101.79	0	Kepler
1150	Kepler-1034	Transit	1	12.12400943	0.00003320	-0.00003320	0	706.00	45.88	-46.12	0	Kepler
1151	Kepler-1035	Transit	1	2.71407755	0.00000371	-0.00000371	0	408.00	96.89	-39.28	0	Kepler
1152	Kepler-1036	Transit	1	122.88080580	0.00070900	-0.00070900	0	507.00	22.34	-20.21	0	Kepler
1153	Kepler-1037	Transit	1	1.06378867	0.00000126	-0.00000126	0	451.00	25.02	-25.69	0	Kepler
1154	Kepler-1038	Transit	1	148.46033820	0.00068940	-0.00068940	0	622.00	74.94	-52.89	0	Kepler
1155	Kepler-1039	Transit	1	0.93488424	0.00000087	-0.00000087	0	324.00	23.57	-20.70	0	Kepler
1156	Kepler-104	Transit	3	11.42754800	0.00001500	-0.00001500	0					Kepler
1157	Kepler-104	Transit	3	23.66820500	0.00005600	-0.00005600	0					Kepler
1158	Kepler-104	Transit	3	51.75539400	0.00016000	-0.00016000	0					Kepler
1159	Kepler-1040	Transit	1	201.12140000	0.00194500	-0.00194500	0	473.00	33.12	-25.47	0	Kepler
1160	Kepler-1041	Transit	1	24.75764210	0.00011120	-0.00011120	0	979.00	206.21	-102.97	0	Kepler
1161	Kepler-1042	Transit	1	10.13202575	0.00003028	-0.00003028	0	659.00	32.13	-48.91	0	Kepler
1162	Kepler-1043	Transit	1	38.50533980	0.00017850	-0.00017850	0	838.00	98.65	-65.25	0	Kepler
1163	Kepler-1044	Transit	1	6.77408868	0.00001867	-0.00001867	0	1507.00	344.55	-170.91	0	Kepler
1164	Kepler-1045	Transit	1	26.41045478	0.00007194	-0.00007194	0	971.00	67.86	-56.49	0	Kepler
1165	Kepler-1046	Transit	1	14.37508035	0.00004094	-0.00004094	0	518.00	35.39	-29.27	0	Kepler
1166	Kepler-1047	Transit	2	56.18868870	0.00027560	-0.00027560	0	566.00	69.13	-45.45	0	Kepler
1167	Kepler-1047	Transit	2	3.18897601	0.00002038	-0.00002038	0	566.00	69.13	-45.45	0	Kepler
1168	Kepler-1048	Transit	1	6.92101021	0.00002415	-0.00002415	0	415.00	16.88	-20.68	0	Kepler
1169	Kepler-1049	Transit	1	3.27346074	0.00000531	-0.00000531	0	129.00	9.70	-8.94	0	Kepler
1170	Kepler-105	Transit	2	5.41220000	0.00002000	-0.00002000	0					Kepler
1171	Kepler-105	Transit	2	7.12620000	0.00020000	-0.00020000	0					Kepler
1172	Kepler-1050	Transit	2	15.37875460	0.00006915	-0.00006915	0	555.00	138.97	-61.87	0	Kepler
1173	Kepler-1050	Transit	2	21.12845690	0.00011200	-0.00011200	0	555.00	138.97	-61.87	0	Kepler
1174	Kepler-1051	Transit	1	25.96200249	0.00008634	-0.00008634	0	1021.00	366.85	-202.40	0	Kepler
1175	Kepler-1052	Transit	1	34.85382760	0.00012600	-0.00012600	0	1051.00	196.37	-117.31	0	Kepler
1176	Kepler-1053	Transit	1	2.41435165	0.00000254	-0.00000254	0	171.00	8.71	-8.49	0	Kepler
1177	Kepler-1054	Transit	1	4.30655689	0.00001426	-0.00001426	0	1050.00	453.08	-165.23	0	Kepler
1178	Kepler-1055	Transit	1	2.29503623	0.00000347	-0.00000347	0	422.00	21.34	-18.86	0	Kepler
1179	Kepler-1056	Transit	1	27.49560600	0.00014570	-0.00014570	0	971.00	414.07	-179.40	0	Kepler
1180	Kepler-1057	Transit	1	14.08827448	0.00004045	-0.00004045	0	1462.00	514.61	-242.38	0	Kepler
1181	Kepler-1058	Transit	1	110.96546000	0.00114600	-0.00114600	0	525.00	27.28	-34.51	0	Kepler
1182	Kepler-1059	Transit	1	3.76419105	0.00000954	-0.00000954	0	673.00	39.99	-58.05	0	Kepler
1183	Kepler-106	Transit	4	6.16486000			0					Kepler
1184	Kepler-106	Transit	4	13.57080000			0					Kepler
1185	Kepler-106	Transit	4	23.98020000			0					Kepler
1186	Kepler-106	Transit	4	43.84450000			0					Kepler
1187	Kepler-1060	Transit	1	46.87793670	0.00030500	-0.00030500	0	861.00	165.87	-101.78	0	Kepler
1188	Kepler-1061	Transit	1	2.75798267	0.00000388	-0.00000388	0	585.00	33.45	-28.54	0	Kepler
1189	Kepler-1062	Transit	1	9.30412078	0.00002394	-0.00002394	0	388.00	15.95	-16.69	0	Kepler
1190	Kepler-1063	Transit	1	14.07971466	0.00002871	-0.00002871	0	365.00	95.13	-48.81	0	Kepler
1191	Kepler-1064	Transit	1	16.54080322	0.00004111	-0.00004111	0	374.00	11.51	-11.47	0	Kepler
1192	Kepler-1065	Transit	2	3.60930891	0.00000510	-0.00000510	0	1078.00	190.09	-110.73	0	Kepler
1193	Kepler-1065	Transit	2	2.37030743	0.00001691	-0.00001691	0	1078.00	190.09	-110.73	0	Kepler
1194	Kepler-1066	Transit	1	1.93155984	0.00000157	-0.00000157	0	399.00	88.89	-48.38	0	Kepler
1195	Kepler-1067	Transit	1	0.76212926	0.00000273	-0.00000273	0	689.00	114.29	-50.50	0	Kepler
1196	Kepler-1068	Transit	1	16.92344113	0.00005446	-0.00005446	0	1532.00	378.14	-166.32	0	Kepler
1197	Kepler-1069	Transit	1	23.89902960	0.00014970	-0.00014970	0	435.00	76.60	-38.70	0	Kepler
1198	Kepler-107	Transit	4	3.17999700	0.00001100	-0.00001100	0					Kepler
1199	Kepler-107	Transit	4	4.90142500	0.00001600	-0.00001600	0					Kepler
1200	Kepler-107	Transit	4	7.95820300	0.00010400	-0.00010400	0					Kepler
1201	Kepler-107	Transit	4	14.74904900	0.00003400	-0.00003400	0					Kepler
1202	Kepler-1070	Transit	1	6.22161470	0.00001944	-0.00001944	0	1040.00	474.23	-158.43	0	Kepler
1203	Kepler-1071	Transit	1	6.17998440	0.00001367	-0.00001367	0	964.00	33.86	-37.00	0	Kepler
1204	Kepler-1072	Transit	1	1.56906650	0.00000290	-0.00000290	0	976.00	433.82	-149.65	0	Kepler
1205	Kepler-1073	Transit	2	8.67888593	0.00002409	-0.00002409	0	837.00	184.95	-97.84	0	Kepler
1206	Kepler-1073	Transit	2	4.02582254	0.00001484	-0.00001484	0	837.00	184.95	-97.84	0	Kepler
1207	Kepler-1074	Transit	1	5.94566534	0.00001443	-0.00001443	0	245.00	10.93	-10.74	0	Kepler
1208	Kepler-1075	Transit	1	1.52372816	0.00000270	-0.00000270	0	265.00	16.12	-16.90	0	Kepler
1209	Kepler-1076	Transit	1	6.14727918	0.00002112	-0.00002112	0	199.00	4.68	-5.68	0	Kepler
1210	Kepler-1077	Transit	1	34.35118740	0.00015030	-0.00015030	0	1098.00	254.30	-106.41	0	Kepler
1211	Kepler-1078	Transit	1	3.00725242	0.00001242	-0.00001242	0	1215.00	163.49	-99.25	0	Kepler
1212	Kepler-1079	Transit	1	13.24503188	0.00004886	-0.00004886	0	481.00	94.52	-80.38	0	Kepler
1213	Kepler-108	Transit	2	49.18392100	0.00005400	-0.00005400	0					Kepler
1214	Kepler-108	Transit	2	190.32349400	0.00098800	-0.00098800	0					Kepler
1215	Kepler-1080	Transit	1	77.25483960	0.00031980	-0.00031980	0	688.00	235.96	-84.39	0	Kepler
1216	Kepler-1081	Transit	1	3.85691855	0.00000966	-0.00000966	0	425.00	38.43	-26.12	0	Kepler
1217	Kepler-1082	Transit	1	1.54320660	0.00000454	-0.00000454	0	628.00	99.24	-71.22	0	Kepler
1218	Kepler-1083	Transit	1	33.41779930	0.00018540	-0.00018540	0	912.00	44.74	-48.65	0	Kepler
1219	Kepler-1084	Transit	1	2.05333679	0.00000413	-0.00000413	0	427.00	88.85	-58.07	0	Kepler
1220	Kepler-1085	Transit	1	219.32175280	0.00089460	-0.00089460	0	1518.00	411.02	-156.98	0	Kepler
1221	Kepler-1086	Transit	2	18.78425728	0.00005283	-0.00005283	0	464.00	13.95	-14.69	0	Kepler
1222	Kepler-1086	Transit	2	161.51633450	0.00086290	-0.00086290	0	464.00	13.95	-14.69	0	Kepler
1223	Kepler-1087	Transit	1	0.69384285	0.00000159	-0.00000159	0	354.00	96.95	-30.96	0	Kepler
1224	Kepler-1088	Transit	1	23.12748644	0.00008919	-0.00008919	0	300.00	23.28	-17.59	0	Kepler
1225	Kepler-1089	Transit	1	5.13248562	0.00000948	-0.00000948	0	227.00	15.24	-15.38	0	Kepler
1226	Kepler-109	Transit	2	6.48163000			0					Kepler
1227	Kepler-109	Transit	2	21.22270000			0					Kepler
1228	Kepler-1090	Transit	1	198.68017900	0.00217600	-0.00217600	0	702.00	62.34	-47.62	0	Kepler
1229	Kepler-1091	Transit	1	1.43474156	0.00000327	-0.00000327	0	915.00	233.20	-125.90	0	Kepler
1230	Kepler-1092	Transit	1	58.60179250	0.00060060	-0.00060060	0	914.00	167.28	-102.01	0	Kepler
1231	Kepler-1093	Transit	2	25.08246260	0.00012110	-0.00012110	0	848.00	270.02	-115.20	0	Kepler
1232	Kepler-1093	Transit	2	89.72229200	0.00108000	-0.00108000	0	848.00	270.02	-115.20	0	Kepler
1233	Kepler-1094	Transit	1	78.10002310	0.00063880	-0.00063880	0	1371.00	504.97	-205.77	0	Kepler
1234	Kepler-1095	Transit	1	4.27103091	0.00001480	-0.00001480	0	758.00	123.37	-76.28	0	Kepler
1235	Kepler-1096	Transit	1	2.89221751	0.00000600	-0.00000600	0	344.00	17.04	-17.04	0	Kepler
1236	Kepler-1097	Transit	1	187.74702900	0.00189400	-0.00189400	0	738.00	50.32	-55.01	0	Kepler
1237	Kepler-1098	Transit	1	2.54307286	0.00000959	-0.00000959	0	876.00	164.90	-102.33	0	Kepler
1238	Kepler-1099	Transit	1	2.16845259	0.00000280	-0.00000280	0	1209.00	179.69	-101.44	0	Kepler
1239	Kepler-11	Transit	6	10.30390000	0.00060000	-0.00100000	0	613.00			0	Kepler
1240	Kepler-11	Transit	6	13.02410000	0.00130000	-0.00080000	0	613.00			0	Kepler
1241	Kepler-11	Transit	6	22.68450000	0.00090000	-0.00090000	0	613.00			0	Kepler
1242	Kepler-11	Transit	6	31.99960000	0.00080000	-0.00120000	0	613.00			0	Kepler
1243	Kepler-11	Transit	6	46.68880000	0.00270000	-0.00320000	0	613.00			0	Kepler
1244	Kepler-11	Transit	6	118.38070000	0.00100000	-0.00060000	0	613.00			0	Kepler
1245	Kepler-110	Transit	2	12.69111200	0.00003600	-0.00003600	0					Kepler
1246	Kepler-110	Transit	2	31.71977500	0.00010400	-0.00010400	0					Kepler
1247	Kepler-1100	Transit	1	6.42200058	0.00002182	-0.00002182	0	940.00	432.48	-158.33	0	Kepler
1248	Kepler-1101	Transit	1	81.31510590	0.00056930	-0.00056930	0	897.00	134.09	-78.54	0	Kepler
1249	Kepler-1102	Transit	1	51.32856230	0.00033260	-0.00033260	0	986.00	145.75	-84.19	0	Kepler
1250	Kepler-1103	Transit	1	19.79191978	0.00009543	-0.00009543	0	921.00	253.21	-110.49	0	Kepler
1251	Kepler-1104	Transit	1	5.03728015	0.00001378	-0.00001378	0	516.00	53.62	-38.72	0	Kepler
1252	Kepler-1105	Transit	1	4.42157218	0.00000977	-0.00000977	0	369.00	10.60	-12.03	0	Kepler
1253	Kepler-1106	Transit	1	1.25275217	0.00000215	-0.00000215	0	1168.00	349.23	-169.33	0	Kepler
1254	Kepler-1107	Transit	1	0.57103852	0.00000042	-0.00000042	0	457.00	33.09	-27.19	0	Kepler
1255	Kepler-1108	Transit	1	4.51005748	0.00001330	-0.00001330	0	764.00	73.48	-56.10	0	Kepler
1256	Kepler-1109	Transit	1	37.64673840	0.00021200	-0.00021200	0	797.00	159.54	-85.79	0	Kepler
1257	Kepler-111	Transit	2	3.34181500	0.00000600	-0.00000600	0					Kepler
1258	Kepler-111	Transit	2	224.78460800	0.00041100	-0.00041100	0					Kepler
1259	Kepler-1110	Transit	1	9.69312032	0.00003024	-0.00003024	0	726.00	44.92	-56.02	0	Kepler
1260	Kepler-1111	Transit	1	8.79617863	0.00002970	-0.00002970	0	1142.00	316.95	-156.35	0	Kepler
1261	Kepler-1112	Transit	1	14.36267939	0.00005701	-0.00005701	0	1734.00	722.72	-305.97	0	Kepler
1262	Kepler-1113	Transit	1	42.30049540	0.00020920	-0.00020920	0	1127.00	446.90	-143.49	0	Kepler
1263	Kepler-1114	Transit	1	14.97435694	0.00005221	-0.00005221	0	427.00	20.30	-19.07	0	Kepler
1264	Kepler-1115	Transit	1	23.55407250	0.00013560	-0.00013560	0	935.00	156.71	-107.72	0	Kepler
1265	Kepler-1116	Transit	1	41.69778270	0.00020040	-0.00020040	0	1017.00	217.03	-88.82	0	Kepler
1266	Kepler-1117	Transit	1	4.79028459	0.00001860	-0.00001860	0	619.00	88.54	-45.31	0	Kepler
1267	Kepler-1118	Transit	1	38.67150750	0.00022980	-0.00022980	0	818.00	164.05	-104.13	0	Kepler
1268	Kepler-1119	Transit	1	8.32651530	0.00004777	-0.00004777	0	1288.00	425.36	-215.34	0	Kepler
1269	Kepler-112	Transit	2	8.40887800	0.00001000	-0.00001000	0					Kepler
1270	Kepler-112	Transit	2	28.57426300	0.00006000	-0.00006000	0					Kepler
1271	Kepler-1120	Transit	1	2.94902905	0.00000747	-0.00000747	0	635.00	27.58	-33.82	0	Kepler
1272	Kepler-1121	Transit	1	13.15141081	0.00005864	-0.00005864	0	529.00	130.45	-95.64	0	Kepler
1273	Kepler-1122	Transit	1	42.19173570	0.00029960	-0.00029960	0	924.00	116.80	-62.62	0	Kepler
1274	Kepler-1123	Transit	1	4.33946454	0.00001178	-0.00001178	0	796.00	114.33	-52.85	0	Kepler
1275	Kepler-1124	Transit	1	2.85234897	0.00000303	-0.00000303	0	177.00	10.38	-9.81	0	Kepler
1276	Kepler-1125	Transit	1	17.67006420	0.00011760	-0.00011760	0	910.00	151.92	-91.85	0	Kepler
1277	Kepler-1126	Transit	1	108.59332900	0.00100300	-0.00100300	0	668.00	76.62	-55.62	0	Kepler
1278	Kepler-1127	Transit	1	5.12330347	0.00002272	-0.00002272	0	996.00	159.80	-84.75	0	Kepler
1279	Kepler-1128	Transit	1	61.61781670	0.00033370	-0.00033370	0	1163.00	172.51	-90.56	0	Kepler
1280	Kepler-1129	Transit	2	24.33978040	0.00012980	-0.00012980	0	1258.00	220.24	-125.26	0	Kepler
1281	Kepler-1129	Transit	2	76.53695860	0.00075860	-0.00075860	0	1258.00	220.24	-125.26	0	Kepler
1282	Kepler-113	Transit	2	4.75400000			0					Kepler
1283	Kepler-113	Transit	2	8.92507000			0					Kepler
1284	Kepler-1130	Transit	1	5.45298175	0.00001294	-0.00001294	0	234.00	5.30	-5.10	0	Kepler
1285	Kepler-1131	Transit	1	3.53232449	0.00001266	-0.00001266	0	1109.00	246.47	-109.64	0	Kepler
1286	Kepler-1132	Transit	1	62.89162280	0.00045230	-0.00045230	0	940.00	72.28	-58.85	0	Kepler
1287	Kepler-1133	Transit	1	11.55562343	0.00003409	-0.00003409	0	821.00	97.06	-62.53	0	Kepler
1288	Kepler-1134	Transit	1	17.13263989	0.00008204	-0.00008204	0	997.00	87.95	-74.21	0	Kepler
1289	Kepler-1135	Transit	1	76.95785700	0.00071040	-0.00071040	0	728.00	129.19	-55.48	0	Kepler
1290	Kepler-1136	Transit	1	2.36172433	0.00000365	-0.00000365	0	545.00	21.29	-29.80	0	Kepler
1291	Kepler-1137	Transit	1	23.92107910	0.00013790	-0.00013790	0	971.00	361.65	-176.08	0	Kepler
1292	Kepler-1138	Transit	1	3.17060005	0.00001019	-0.00001019	0	1101.00	152.35	-73.19	0	Kepler
1293	Kepler-1139	Transit	1	0.81316672	0.00000125	-0.00000125	0	555.00	77.61	-42.22	0	Kepler
1294	Kepler-114	Transit	3	5.18854900	0.00001200	-0.00001200	0					Kepler
1295	Kepler-114	Transit	3	8.04100000			0					Kepler
1296	Kepler-114	Transit	3	11.77600000			0					Kepler
1297	Kepler-1140	Transit	1	24.08627070	0.00010200	-0.00010200	0	657.00	29.10	-42.88	0	Kepler
1298	Kepler-1141	Transit	1	2.34451194	0.00000535	-0.00000535	0	365.00	48.98	-34.33	0	Kepler
1299	Kepler-1142	Transit	1	18.30272480	0.00013890	-0.00013890	0	697.00	173.49	-66.61	0	Kepler
1300	Kepler-1143	Transit	2	2.88890485	0.00000694	-0.00000694	0	632.00	50.17	-39.16	0	Kepler
1301	Kepler-1143	Transit	2	210.63059100	0.00145600	-0.00145600	0	632.00	50.17	-39.16	0	Kepler
1302	Kepler-1144	Transit	1	17.14647302	0.00009073	-0.00009073	0	1012.00	150.02	-83.05	0	Kepler
1303	Kepler-1145	Transit	1	3.97076766	0.00001110	-0.00001110	0	714.00	53.37	-53.09	0	Kepler
1304	Kepler-1146	Transit	1	2.35226580	0.00000825	-0.00000825	0	694.00	26.74	-42.13	0	Kepler
1305	Kepler-1147	Transit	1	10.62784997	0.00009118	-0.00009118	0	1476.00	452.64	-176.42	0	Kepler
1306	Kepler-1148	Transit	1	1.10446351	0.00000129	-0.00000129	0	682.00	38.36	-38.56	0	Kepler
1307	Kepler-1149	Transit	1	3.73089898	0.00001502	-0.00001502	0	1023.00	190.70	-111.23	0	Kepler
1308	Kepler-115	Transit	2	2.40367900	0.00001200	-0.00001200	0					Kepler
1309	Kepler-115	Transit	2	8.99088900	0.00002100	-0.00002100	0					Kepler
1310	Kepler-1150	Transit	1	2.78786839	0.00000826	-0.00000826	0	373.00	16.41	-18.27	0	Kepler
1311	Kepler-1151	Transit	1	65.64784240	0.00040100	-0.00040100	0	763.00	76.61	-59.72	0	Kepler
1312	Kepler-1152	Transit	1	1.64680191	0.00000267	-0.00000267	0	184.00	14.69	-12.88	0	Kepler
1313	Kepler-1153	Transit	1	1.75583533	0.00000439	-0.00000439	0	1185.00	131.56	-77.17	0	Kepler
1314	Kepler-1154	Transit	2	5.18561420	0.00002676	-0.00002676	0	1531.00	690.96	-336.46	0	Kepler
1315	Kepler-1154	Transit	2	8.45808312	0.00004757	-0.00004757	0	1531.00	690.96	-336.46	0	Kepler
1316	Kepler-1155	Transit	1	33.46974300	0.00020030	-0.00020030	0	987.00	210.08	-106.90	0	Kepler
1317	Kepler-1156	Transit	1	11.89520511	0.00006499	-0.00006499	0	759.00	70.51	-48.89	0	Kepler
1318	Kepler-1157	Transit	1	4.45743164	0.00001699	-0.00001699	0	346.00	14.35	-15.67	0	Kepler
1319	Kepler-1158	Transit	1	13.53962930	0.00009329	-0.00009329	0	1258.00	238.25	-242.69	0	Kepler
1320	Kepler-1159	Transit	1	22.70816791	0.00009541	-0.00009541	0	1238.00	516.67	-206.73	0	Kepler
1321	Kepler-116	Transit	2	5.96873400	0.00000900	-0.00000900	0					Kepler
1322	Kepler-116	Transit	2	13.07163000	0.00005600	-0.00005600	0					Kepler
1323	Kepler-1160	Transit	1	7.97034958	0.00003122	-0.00003122	0	1293.00	159.46	-83.89	0	Kepler
1324	Kepler-1161	Transit	1	10.71252541	0.00003876	-0.00003876	0	428.00	24.95	-29.91	0	Kepler
1325	Kepler-1162	Transit	1	32.56370690	0.00024720	-0.00024720	0	989.00	89.10	-58.26	0	Kepler
1326	Kepler-1163	Transit	1	6.11786898	0.00002808	-0.00002808	0	487.00	80.62	-49.10	0	Kepler
1327	Kepler-1164	Transit	1	3.97599768	0.00001086	-0.00001086	0	447.00	14.44	-15.12	0	Kepler
1328	Kepler-1165	Transit	1	9.47852200	0.00005909	-0.00005909	0	1081.00	357.39	-136.44	0	Kepler
1329	Kepler-1166	Transit	1	33.24068820	0.00028000	-0.00028000	0	648.00	77.92	-46.84	0	Kepler
1330	Kepler-1167	Transit	1	1.00393374	0.00000268	-0.00000268	0	811.00	46.83	-53.51	0	Kepler
1331	Kepler-1168	Transit	1	55.82265390	0.00038710	-0.00038710	0	911.00	53.53	-41.60	0	Kepler
1332	Kepler-1169	Transit	1	6.11009134	0.00002806	-0.00002806	0	538.00	27.31	-25.34	0	Kepler
1333	Kepler-117	Transit	2	18.79592280	0.00000750	-0.00000750	0	1430.00	50.00	-50.00	0	Kepler
1334	Kepler-117	Transit	2	50.79039100	0.00001400	-0.00001400	0	1430.00	50.00	-50.00	0	Kepler
1335	Kepler-1170	Transit	1	9.98969327	0.00004242	-0.00004242	0	911.00	63.34	-63.01	0	Kepler
1336	Kepler-1171	Transit	1	1.44259224	0.00000219	-0.00000219	0	615.00	161.65	-122.04	0	Kepler
1337	Kepler-1172	Transit	1	26.02044230	0.00018860	-0.00018860	0	1292.00	161.33	-111.76	0	Kepler
1338	Kepler-1173	Transit	1	0.76985360	0.00000120	-0.00000120	0	402.00	30.79	-23.46	0	Kepler
1339	Kepler-1174	Transit	1	6.89225223	0.00002664	-0.00002664	0	829.00	160.61	-82.44	0	Kepler
1340	Kepler-1175	Transit	1	37.94563000	0.00017320	-0.00017320	0	1244.00	105.20	-90.11	0	Kepler
1341	Kepler-1176	Transit	1	24.17385790	0.00013360	-0.00013360	0	1023.00	263.28	-139.95	0	Kepler
1342	Kepler-1177	Transit	1	106.24754700	0.00182200	-0.00182200	0	829.00	63.80	-45.66	0	Kepler
1343	Kepler-1178	Transit	1	31.80634000	0.00038570	-0.00038570	0	336.00	16.88	-19.94	0	Kepler
1344	Kepler-1179	Transit	1	2.68505749	0.00000410	-0.00000410	0	454.00	28.58	-26.79	0	Kepler
1345	Kepler-118	Transit	2	7.51849600	0.00005600	-0.00005600	0					Kepler
1346	Kepler-118	Transit	2	20.17202000	0.00001300	-0.00001300	0					Kepler
1347	Kepler-1180	Transit	1	16.86012860	0.00013690	-0.00013690	0	1284.00	370.03	-179.28	0	Kepler
1348	Kepler-1181	Transit	1	4.89337519	0.00002526	-0.00002526	0	867.00	349.46	-141.95	0	Kepler
1349	Kepler-1182	Transit	1	11.17394617	0.00006278	-0.00006278	0	1258.00	321.54	-168.43	0	Kepler
1350	Kepler-1183	Transit	1	28.50571890	0.00030310	-0.00030310	0	1378.00	250.12	-149.30	0	Kepler
1351	Kepler-1184	Transit	1	53.59910440	0.00036740	-0.00036740	0	1193.00	223.61	-126.19	0	Kepler
1352	Kepler-1185	Transit	1	104.35189760	0.00067050	-0.00067050	0	296.00	7.66	-7.23	0	Kepler
1353	Kepler-1186	Transit	1	16.07677615	0.00007199	-0.00007199	0	1112.00	176.25	-82.20	0	Kepler
1354	Kepler-1187	Transit	1	18.87064068	0.00006002	-0.00006002	0	1029.00	198.53	-117.21	0	Kepler
1355	Kepler-1188	Transit	1	17.13695430	0.00012140	-0.00012140	0	1202.00	283.49	-125.26	0	Kepler
1356	Kepler-1189	Transit	1	3.78858982	0.00002274	-0.00002274	0	883.00	257.83	-123.03	0	Kepler
1357	Kepler-119	Transit	2	2.42208200	0.00000100	-0.00000100	0					Kepler
