loc_rowid	pl_hostname	pl_discmethod	pl_pnum	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	st_dist	st_disterr1	st_disterr2	st_distlim	pl_facility
2677	Kepler-436	Transit	2	16.79713874	0.00008561	-0.00008561	0	618.00	34.00	-30.00	0	Kepler
2678	Kepler-437	Transit	1	66.65062000	0.00033000	-0.00032000	0	417.00	24.00	-21.00	0	Kepler
2679	Kepler-438	Transit	1	35.23319000	0.00025000	-0.00029000	0	145.00	20.00	-23.00	0	Kepler
2680	Kepler-439	Transit	1	178.13960000	0.00160000	-0.00180000	0	693.00	66.00	-38.00	0	Kepler
2681	Kepler-44	Transit	1	3.24672930	0.00000300	-0.00000300	0	2250.00	300.00	-300.00	0	Kepler
2682	Kepler-440	Transit	1	101.11141000	0.00087000	-0.00068000	0	261.00	16.00	-46.00	0	Kepler
2683	Kepler-441	Transit	1	207.24820000	0.00220000	-0.00200000	0	284.00	28.00	-48.00	0	Kepler
2684	Kepler-442	Transit	1	112.30530000	0.00240000	-0.00280000	0	342.00	19.00	-22.00	0	Kepler
2685	Kepler-443	Transit	1	177.66930000	0.00310000	-0.00300000	0	779.00	45.00	-38.00	0	Kepler
2686	Kepler-444	Transit	5	3.60010530	0.00000830	-0.00000800	0	35.70	1.10	-1.10	0	Kepler
2687	Kepler-444	Transit	5	4.54588410	0.00000700	-0.00000710	0	35.70	1.10	-1.10	0	Kepler
2688	Kepler-444	Transit	5	6.18939200	0.00001200	-0.00001200	0	35.70	1.10	-1.10	0	Kepler
2689	Kepler-444	Transit	5	7.74349300	0.00001700	-0.00001600	0	35.70	1.10	-1.10	0	Kepler
2690	Kepler-444	Transit	5	9.74048600	0.00001300	-0.00001300	0	35.70	1.10	-1.10	0	Kepler
2691	Kepler-445	Transit	3	2.98415100	0.00001100	-0.00001100	0	90.00			0	Kepler
2692	Kepler-445	Transit	3	4.87122900	0.00001100	-0.00001100	0	90.00			0	Kepler
2693	Kepler-445	Transit	3	8.15275000	0.00040000	-0.00040000	0	90.00			0	Kepler
2694	Kepler-446	Transit	3	1.56540900	0.00000330	-0.00000330	0	120.00			0	Kepler
2695	Kepler-446	Transit	3	3.03617900	0.00000550	-0.00000550	0	120.00			0	Kepler
2696	Kepler-446	Transit	3	5.14892100	0.00002200	-0.00002200	0	120.00			0	Kepler
2697	Kepler-447	Transit	1	7.79430132	0.00000182	-0.00000182	0					Kepler
2698	Kepler-449	Transit	2	12.58242000	0.00027000	-0.00027000	0					Kepler
2699	Kepler-449	Transit	2	33.67270000	0.00100000	-0.00100000	0					Kepler
2700	Kepler-45	Transit	1	2.45523900	0.00000400	-0.00000400	0	333.00	33.00	-33.00	0	Kepler
2701	Kepler-450	Transit	3	28.45485100	0.00002500	-0.00002500	0					Kepler
2702	Kepler-450	Transit	3	15.41313500	0.00008500	-0.00008500	0					Kepler
2703	Kepler-450	Transit	3	7.51464000	0.00023000	-0.00023000	0					Kepler
2704	Kepler-452	Transit	1	384.84300000	0.00700000	-0.01200000	0					Kepler
2705	Kepler-453	Transit	1	240.50300000	0.05300000	-0.05300000	0					Kepler
2706	Kepler-454	Transit	2	10.57000000	0.00000000	0.00000000	0					Kepler
2707	Kepler-454	Radial Velocity	2	523.90000000	0.70000000	-0.70000000	0					Multiple Facilities
2708	KIC 9663113	Transit	2	20.74028413	0.00003350	-0.00003350	0					Kepler
2709	Kepler-46	Transit	3	33.60134000	0.00021000	-0.00020000	0	855.00	68.00	-65.00	0	Kepler
2710	Kepler-46	Transit Timing Variations	3	57.01100000	0.05100000	-0.06100000	0	855.00	68.00	-65.00	0	Kepler
2711	Kepler-46	Transit	3	6.76658900	0.00002200	-0.00002200	0	855.00	68.00	-65.00	0	Kepler
2712	KIC 5437945	Transit	2	220.13033570	0.00063890	-0.00063890	0					Kepler
2713	Kepler-461	Transit	1	8.31378306	0.00000766	-0.00000766	0	468.00	12.70	-12.55	0	Kepler
2714	Kepler-462	Transit	1	84.68798080	0.00020680	-0.00020680	0	733.00	121.85	-101.46	0	Kepler
2715	Kepler-463	Transit	1	8.98101683	0.00000316	-0.00000316	0	336.00	48.51	-32.00	0	Kepler
2716	Kepler-464	Transit	1	7.25696522	0.00000577	-0.00000577	0	653.00	31.39	-26.41	0	Kepler
2717	Kepler-465	Transit	1	9.94067247	0.00000655	-0.00000655	0	587.00	49.90	-34.38	0	Kepler
2718	Kepler-466	Transit	2	51.07926307	0.00006345	-0.00006345	0	436.00	34.11	-27.08	0	Kepler
2719	Kepler-466	Transit	2	3.70921385	0.00000632	-0.00000632	0	436.00	34.11	-27.08	0	Kepler
2720	Kepler-467	Transit	1	24.99324193	0.00006498	-0.00006498	0	458.00	13.73	-13.00	0	Kepler
2721	Kepler-468	Transit	1	38.47875707	0.00000485	-0.00000485	0	474.00	13.41	-12.37	0	Kepler
2722	Kepler-47	Transit	2	49.53200000	0.04000000	-0.02700000	0	1500.00			0	Kepler
2723	Kepler-47	Transit	2	303.13700000	0.07200000	-0.02000000	0	1500.00			0	Kepler
2724	Kepler-470	Transit	1	24.66919569	0.00000541	-0.00000541	0	989.00	385.08	-186.32	0	Kepler
2725	Kepler-471	Transit	1	5.01423457	0.00000059	-0.00000059	0	1373.00	489.66	-276.83	0	Kepler
2726	Kepler-472	Transit	1	4.17625551	0.00000184	-0.00000184	0	302.00	7.62	-7.26	0	Kepler
2727	Kepler-473	Transit	1	14.55731705	0.00001399	-0.00001399	0	641.00	126.15	-104.97	0	Kepler
2728	Kepler-474	Transit	1	5.66067294	0.00000373	-0.00000373	0	568.00	90.99	-64.84	0	Kepler
2729	Kepler-475	Transit	1	3.10550819	0.00000104	-0.00000104	0	280.00	7.14	-6.79	0	Kepler
2730	Kepler-476	Transit	1	14.00640607	0.00001794	-0.00001794	0	687.00	99.68	-67.42	0	Kepler
2731	Kepler-477	Transit	1	11.11990653	0.00001160	-0.00001160	0	367.00	10.15	-11.23	0	Kepler
2732	Kepler-478	Transit	1	13.22175760	0.00001390	-0.00001390	0	420.00	14.54	-13.99	0	Kepler
2733	Kepler-479	Transit	1	12.49341307	0.00001360	-0.00001360	0	371.00	13.02	-12.22	0	Kepler
2734	Kepler-48	Transit	4	4.77800000			0					Kepler
2735	Kepler-48	Transit	4	9.67395000			0					Kepler
2736	Kepler-48	Transit	4	42.89610000			0					Kepler
2737	Kepler-48	Radial Velocity	4	982.00000000	8.00000000	-8.00000000	0					W. M. Keck Observatory
2738	Kepler-480	Transit	1	4.91958380	0.00000490	-0.00000490	0	806.00	83.12	-61.43	0	Kepler
2739	Kepler-481	Transit	1	10.06082567	0.00001522	-0.00001522	0	713.00	106.09	-74.08	0	Kepler
2740	Kepler-482	Transit	1	56.35418576	0.00009371	-0.00009371	0	290.00	11.09	-12.54	0	Kepler
2741	Kepler-483	Transit	1	30.22910400	0.00007851	-0.00007851	0	953.00	198.17	-123.51	0	Kepler
2742	Kepler-484	Transit	1	10.04556931	0.00000720	-0.00000720	0	377.00	10.29	-9.77	0	Kepler
2743	Kepler-485	Transit	1	3.24325980	0.00000018	-0.00000018	0	1173.00	271.34	-140.37	0	Kepler
2744	Kepler-486	Transit	1	30.36044667	0.00000424	-0.00000424	0	428.00	17.45	-22.73	0	Kepler
2745	Kepler-487	Transit	2	15.35876840	0.00000221	-0.00000221	0	835.00	52.42	-42.92	0	Kepler
2746	Kepler-487	Transit	2	38.65199760	0.00025170	-0.00025170	0	835.00	52.42	-42.92	0	Kepler
2747	Kepler-488	Transit	1	3.12082923	0.00000038	-0.00000038	0	1157.00	279.44	-115.15	0	Kepler
2748	Kepler-489	Transit	1	17.27629612	0.00000245	-0.00000245	0	379.00	10.70	-11.20	0	Kepler
2749	Kepler-49	Transit	4	7.20379450	0.00002200	-0.00002200	0					Kepler
2750	Kepler-49	Transit	4	10.91293430	0.00006900	-0.00006900	0					Kepler
2751	Kepler-49	Transit	4	2.57654900	0.00000300	-0.00000300	0					Kepler
2752	Kepler-49	Transit	4	18.59610800	0.00007900	-0.00007900	0					Kepler
2753	Kepler-490	Transit	1	3.26869515	0.00000023	-0.00000023	0	1249.00	353.01	-153.14	0	Kepler
2754	Kepler-491	Transit	1	4.22538451	0.00000027	-0.00000027	0	657.00	59.53	-38.83	0	Kepler
2755	Kepler-492	Transit	1	11.72012266	0.00000153	-0.00000153	0	642.00	81.55	-45.08	0	Kepler
2756	Kepler-493	Transit	1	3.00387658	0.00000099	-0.00000099	0	1942.00	622.45	-341.11	0	Kepler
2757	Kepler-494	Transit	1	8.02511821	0.00000227	-0.00000227	0	862.00	159.04	-120.72	0	Kepler
2758	Kepler-495	Transit	1	3.41303622	0.00000060	-0.00000060	0	630.00	54.00	-44.20	0	Kepler
2759	Kepler-496	Transit	1	8.30864937	0.00001090	-0.00001090	0	655.00	52.09	-43.14	0	Kepler
2760	Kepler-497	Transit	1	3.57320367	0.00000091	-0.00000091	0	1070.00	282.16	-123.29	0	Kepler
2761	Kepler-498	Transit	1	9.61375356	0.00001173	-0.00001173	0	746.00	128.20	-65.22	0	Kepler
2762	Kepler-499	Transit	1	5.63252845	0.00000575	-0.00000575	0	523.00	46.82	-34.59	0	Kepler
2763	Kepler-5	Transit	1	3.54846570	0.00000070	-0.00000070	0					Kepler
2764	Kepler-50	Transit	2	7.81254000	0.00010000	-0.00010000	0					Kepler
2765	Kepler-50	Transit	2	9.37647000	0.00004000	-0.00004000	0					Kepler
2766	Kepler-500	Transit	1	8.50832440	0.00000911	-0.00000911	0	747.00	70.12	-52.20	0	Kepler
2767	Kepler-501	Transit	1	5.64067757	0.00000378	-0.00000378	0	1044.00	177.53	-105.46	0	Kepler
2768	Kepler-502	Transit	1	4.28686431	0.00000322	-0.00000322	0	1433.00	441.19	-195.91	0	Kepler
2769	Kepler-503	Transit	1	7.25844721	0.00000282	-0.00000282	0	888.00	200.91	-87.71	0	Kepler
2770	Kepler-504	Transit	1	9.54927542	0.00000499	-0.00000499	0	75.00	4.00	-4.15	0	Kepler
2771	Kepler-505	Transit	1	27.52197994	0.00003295	-0.00003295	0	222.00	11.78	-11.16	0	Kepler
2772	Kepler-506	Transit	1	6.88340550	0.00000315	-0.00000315	0	231.00	5.48	-5.75	0	Kepler
2773	Kepler-507	Transit	1	3.56809693	0.00000707	-0.00000707	0	410.00	72.87	-51.95	0	Kepler
2774	Kepler-508	Transit	1	25.30889748	0.00005747	-0.00005747	0	325.00	50.97	-32.39	0	Kepler
2775	Kepler-509	Transit	1	41.74600392	0.00004444	-0.00004444	0	339.00	9.55	-9.08	0	Kepler
2776	Kepler-51	Transit	3	45.15400000	0.00020000	-0.00020000	0					Kepler
2777	Kepler-51	Transit	3	85.31200000	0.00300000	-0.00200000	0					Kepler
2778	Kepler-51	Transit	3	130.19400000	0.00500000	-0.00200000						Kepler
2779	Kepler-510	Transit	1	19.55659418	0.00003606	-0.00003606	0	378.00	16.19	-13.80	0	Kepler
2780	Kepler-511	Transit	1	296.63786500	0.00044720	-0.00044720	0	448.00	120.62	-71.09	0	Kepler
2781	Kepler-512	Transit	1	34.43587975	0.00008258	-0.00008258	0	531.00	94.38	-63.12	0	Kepler
2782	Kepler-513	Transit	1	28.86235584	0.00006735	-0.00006735	0	467.00	64.10	-42.91	0	Kepler
2783	Kepler-514	Transit	1	5.65179605	0.00001087	-0.00001087	0	489.00	75.02	-54.79	0	Kepler
2784	Kepler-515	Transit	1	19.96371318	0.00005659	-0.00005659	0	255.00	10.47	-9.17	0	Kepler
2785	Kepler-516	Transit	1	24.85462415	0.00002819	-0.00002819	0	777.00	193.38	-156.53	0	Kepler
2786	Kepler-517	Transit	1	60.92832271	0.00007053	-0.00007053	0	284.00	34.30	-24.50	0	Kepler
2787	Kepler-518	Transit	1	8.51203588	0.00000450	-0.00000450	0	324.00	8.12	-7.77	0	Kepler
2788	Kepler-519	Transit	1	24.30789460	0.00002446	-0.00002446	0	234.00	4.87	-5.63	0	Kepler
2789	Kepler-52	Transit	3	7.87735650	0.00003800	-0.00003800	0					Kepler
2790	Kepler-52	Transit	3	16.38500210	0.00014000	-0.00014000	0					Kepler
2791	Kepler-52	Transit	3	36.44517100	0.00025300	-0.00025300	0					Kepler
2792	Kepler-520	Transit	2	19.67416124	0.00005245	-0.00005245	0	492.00	26.52	-25.26	0	Kepler
2793	Kepler-520	Transit	2	5.21104261	0.00001231	-0.00001231	0	492.00	26.52	-25.26	0	Kepler
2794	Kepler-521	Transit	1	22.20813214	0.00004013	-0.00004013	0	737.00	71.93	-54.93	0	Kepler
2795	Kepler-522	Transit	1	38.58422849	0.00004568	-0.00004568	0	749.00	163.24	-129.50	0	Kepler
2796	Kepler-523	Transit	1	5.83598311	0.00000466	-0.00000466	0	270.00	8.57	-9.20	0	Kepler
2797	Kepler-524	Transit	2	7.97419807	0.00002038	-0.00002038	0	730.00	53.55	-45.39	0	Kepler
2798	Kepler-524	Transit	2	1.88897906	0.00001070	-0.00001070	0	730.00	53.55	-45.39	0	Kepler
2799	Kepler-525	Transit	1	18.68404933	0.00005589	-0.00005589	0	566.00	79.34	-91.06	0	Kepler
2800	Kepler-526	Transit	1	5.45849832	0.00000907	-0.00000907	0	504.00	30.34	-27.73	0	Kepler
2801	Kepler-527	Transit	1	13.28535633	0.00002409	-0.00002409	0	901.00	418.19	-152.00	0	Kepler
2802	Kepler-528	Transit	1	19.78297415	0.00006532	-0.00006532	0	711.00	97.95	-64.89	0	Kepler
2803	Kepler-529	Transit	2	1.98035766	0.00000231	-0.00000231	0	787.00	105.73	-72.84	0	Kepler
2804	Kepler-529	Transit	2	12.83450220	0.00003659	-0.00003659	0	787.00	105.73	-72.84	0	Kepler
2805	Kepler-53	Transit	3	18.64895250	0.00016000	-0.00016000	0					Kepler
2806	Kepler-53	Transit	3	38.55830380	0.00041000	-0.00041000	0					Kepler
2807	Kepler-53	Transit	3	9.75196200	0.00007700	-0.00007700	0					Kepler
2808	Kepler-530	Transit	1	39.30941904	0.00004834	-0.00004834	0	464.00	15.04	-14.56	0	Kepler
2809	Kepler-531	Transit	1	29.88485741	0.00003246	-0.00003246	0	254.00	8.27	-8.92	0	Kepler
2810	Kepler-532	Transit	1	12.92491623	0.00001230	-0.00001230	0	325.00	9.28	-9.95	0	Kepler
2811	Kepler-533	Transit	1	28.51120525	0.00002321	-0.00002321	0	305.00	7.29	-8.13	0	Kepler
2812	Kepler-534	Transit	1	15.95994513	0.00002216	-0.00002216	0	473.00	17.06	-16.30	0	Kepler
2813	Kepler-535	Transit	1	4.90332155	0.00000454	-0.00000454	0	678.00	92.15	-62.67	0	Kepler
2814	Kepler-536	Transit	1	1.82708230	0.00000044	-0.00000044	0	446.00	57.08	-35.14	0	Kepler
2815	Kepler-537	Transit	1	3.24755522	0.00000526	-0.00000526	0	465.00	15.58	-15.00	0	Kepler
2816	Kepler-538	Transit	1	81.73780699	0.00009326	-0.00009326	0	165.00	7.72	-7.27	0	Kepler
2817	Kepler-539	Transit	2	125.63243000	0.00071000	-0.00071000	0	313.00	13.20	-12.73	0	Kepler
2818	Kepler-539	Transit	2	1000.00000000			-1	313.00	13.20	-12.73	0	Kepler
2819	Kepler-54	Transit	3	8.01094340	0.00006900	-0.00006900	0					Kepler
2820	Kepler-54	Transit	3	12.07172490	0.00029000	-0.00029000	0					Kepler
2821	Kepler-54	Transit	3	20.99569400	0.00014300	-0.00014300	0					Kepler
2822	Kepler-540	Transit	1	172.70497840	0.00053560	-0.00053560	0	350.00	48.23	-33.69	0	Kepler
2823	Kepler-541	Transit	1	5.08005848	0.00001338	-0.00001338	0	1020.00	165.01	-161.97	0	Kepler
2824	Kepler-542	Transit	1	13.14497566	0.00003491	-0.00003491	0	439.00	27.36	-21.05	0	Kepler
2825	Kepler-543	Transit	1	13.89961966	0.00001102	-0.00001102	0	212.00	11.16	-9.23	0	Kepler
2826	Kepler-544	Transit	1	21.41616926	0.00008095	-0.00008095	0	797.00	70.01	-52.97	0	Kepler
2827	Kepler-545	Transit	1	13.24934059	0.00002104	-0.00002104	0	831.00	93.35	-63.05	0	Kepler
2828	Kepler-546	Transit	1	4.14702026	0.00000088	-0.00000088	0	896.00	248.07	-103.79	0	Kepler
2829	Kepler-547	Transit	1	6.01038429	0.00000157	-0.00000157	0	361.00	14.14	-18.66	0	Kepler
2830	Kepler-548	Transit	1	4.45419434	0.00000038	-0.00000038	0	776.00	153.57	-80.61	0	Kepler
2831	Kepler-549	Transit	2	42.94956490	0.00015430	-0.00015430	0	648.00	56.49	-40.60	0	Kepler
2832	Kepler-549	Transit	2	117.04049800	0.00177700	-0.00177700	0	648.00	56.49	-40.60	0	Kepler
2833	Kepler-55	Transit	5	27.94814490	0.00024000	-0.00024000	0					Kepler
2834	Kepler-55	Transit	5	42.15164180	0.00053000	-0.00053000	0					Kepler
2835	Kepler-55	Transit	5	2.21109900	0.00000400	-0.00000400	0					Kepler
2836	Kepler-55	Transit	5	4.61753400	0.00002100	-0.00002100	0					Kepler
2837	Kepler-55	Transit	5	10.19854500	0.00004500	-0.00004500	0					Kepler
2838	Kepler-550	Transit	1	8.60010411	0.00000425	-0.00000425	0	563.00	46.87	-37.14	0	Kepler
2839	Kepler-551	Transit	1	12.37646610	0.00001298	-0.00001298	0	312.00	13.90	-12.89	0	Kepler
2840	Kepler-552	Transit	1	5.26341577	0.00000290	-0.00000290	0	834.00	174.97	-82.89	0	Kepler
2841	Kepler-553	Transit	2	4.03046804	0.00000164	-0.00000164	0	725.00	23.86	-22.31	0	Kepler
2842	Kepler-553	Transit	2	328.23995460	0.00036460	-0.00036460	0	725.00	23.86	-22.31	0	Kepler
2843	Kepler-554	Transit	1	1.90220856	0.00000041	-0.00000041	0	642.00	41.59	-31.95	0	Kepler
2844	Kepler-555	Transit	1	16.21775407	0.00002890	-0.00002890	0	772.00	151.58	-83.63	0	Kepler
2845	Kepler-556	Transit	1	11.72292176	0.00002381	-0.00002381	0	729.00	61.13	-40.19	0	Kepler
2846	Kepler-557	Transit	1	3.70598955	0.00000487	-0.00000487	0	1126.00	338.05	-167.88	0	Kepler
2847	Kepler-558	Transit	1	29.00790538	0.00008906	-0.00008906	0	652.00	42.26	-39.71	0	Kepler
2848	Kepler-559	Transit	1	17.58752333	0.00002056	-0.00002056	0	793.00	145.36	-85.15	0	Kepler
2849	Kepler-56	Transit	3	10.50160000	0.00110000	-0.00100000	0					Kepler
2850	Kepler-56	Transit	3	21.40239000	0.00059000	-0.00062000	0					Kepler
2851	Kepler-56	Radial Velocity	3	1002.00000000	5.00000000	-5.00000000	0					Multiple Observatories
2852	Kepler-560	Transit	1	18.47764449	0.00001517	-0.00001517	0	88.00	4.78	-5.22	0	Kepler
2853	Kepler-561	Transit	2	58.36204950	0.00003229	-0.00003229	0	667.00	118.62	-65.86	0	Kepler
2854	Kepler-561	Transit	2	5.35016198	0.00000443	-0.00000443	0	667.00	118.62	-65.86	0	Kepler
2855	Kepler-562	Transit	1	18.00931444	0.00000990	-0.00000990	0	822.00	102.89	-61.13	0	Kepler
2856	Kepler-563	Transit	1	22.18432708	0.00002500	-0.00002500	0	557.00	30.85	-36.83	0	Kepler
2857	Kepler-564	Transit	1	3.75083228	0.00000122	-0.00000122	0	830.00	121.44	-68.27	0	Kepler
2858	Kepler-565	Transit	1	4.24374723	0.00000293	-0.00000293	0	1041.00	144.14	-81.93	0	Kepler
2859	Kepler-566	Transit	1	18.42794624	0.00004230	-0.00004230	0	628.00	36.54	-36.05	0	Kepler
2860	Kepler-567	Transit	1	16.54297375	0.00004149	-0.00004149	0	568.00	34.35	-28.95	0	Kepler
2861	Kepler-568	Transit	1	11.02347475	0.00000766	-0.00000766	0	126.00	6.08	-5.58	0	Kepler
2862	Kepler-569	Transit	1	34.18890521	0.00006016	-0.00006016	0	645.00	44.70	-34.78	0	Kepler
2863	Kepler-57	Transit	2	5.72931960	0.00001800	-0.00001800	0					Kepler
2864	Kepler-57	Transit	2	11.60925670	0.00008600	-0.00008600	0					Kepler
2865	Kepler-570	Transit	1	4.30166200	0.00000310	-0.00000310	0	642.00	89.44	-42.67	0	Kepler
2866	Kepler-571	Transit	1	4.79859939	0.00000540	-0.00000540	0	756.00	91.43	-50.10	0	Kepler
2867	Kepler-572	Transit	1	17.20523483	0.00002222	-0.00002222	0	532.00	37.23	-37.14	0	Kepler
2868	Kepler-573	Transit	1	22.18329658	0.00004593	-0.00004593	0	758.00	96.48	-63.26	0	Kepler
2869	Kepler-574	Transit	1	7.65880414	0.00001346	-0.00001346	0	747.00	99.38	-55.22	0	Kepler
2870	Kepler-575	Transit	1	9.37891944	0.00002371	-0.00002371	0	852.00	114.67	-75.70	0	Kepler
2871	Kepler-576	Transit	1	29.91136794	0.00009909	-0.00009909	0	698.00	175.33	-64.80	0	Kepler
2872	Kepler-577	Transit	1	25.69578251	0.00006320	-0.00006320	0	549.00	26.63	-31.82	0	Kepler
2873	Kepler-578	Transit	1	1.61688370	0.00000123	-0.00000123	0	568.00	48.98	-37.41	0	Kepler
2874	Kepler-579	Transit	1	9.66857723	0.00001920	-0.00001920	0	663.00	115.36	-63.37	0	Kepler
2875	Kepler-58	Transit	3	10.21849540	0.00015000	-0.00015000	0					Kepler
2876	Kepler-58	Transit	3	15.57415680	0.00027000	-0.00027000	0					Kepler
2877	Kepler-58	Transit	3	40.10137100	0.00061200	-0.00061200	0					Kepler
2878	Kepler-580	Transit	1	8.22241966	0.00000979	-0.00000979	0	333.00	11.86	-14.38	0	Kepler
2879	Kepler-581	Transit	1	40.60698210	0.00017440	-0.00017440	0	833.00	178.61	-97.73	0	Kepler
2880	Kepler-582	Transit	1	18.49235668	0.00002487	-0.00002487	0	751.00	117.55	-77.05	0	Kepler
2881	Kepler-583	Transit	1	6.51002530	0.00001381	-0.00001381	0	805.00	103.55	-53.20	0	Kepler
2882	Kepler-584	Transit	1	35.18103040	0.00009392	-0.00009392	0	1445.00	531.63	-187.67	0	Kepler
2883	Kepler-585	Transit	1	2.75235975	0.00000142	-0.00000142	0	604.00	116.57	-43.82	0	Kepler
2884	Kepler-586	Transit	1	2.10472218	0.00000092	-0.00000092	0	707.00	94.29	-55.41	0	Kepler
2885	Kepler-587	Transit	1	10.94027841	0.00002949	-0.00002949	0	852.00	118.20	-66.23	0	Kepler
2886	Kepler-588	Transit	1	4.22162536	0.00000475	-0.00000475	0	972.00	179.87	-87.14	0	Kepler
2887	Kepler-589	Transit	1	16.54964934	0.00004571	-0.00004571	0	643.00	46.00	-32.49	0	Kepler
2888	Kepler-59	Transit	2	11.86817070	0.00036000	-0.00036000	0					Kepler
2889	Kepler-59	Transit	2	17.98012350	0.00030000	-0.00030000	0					Kepler
2890	Kepler-590	Transit	1	5.85296257	0.00000474	-0.00000474	0	986.00	262.25	-126.89	0	Kepler
2891	Kepler-591	Transit	1	81.16942990	0.00031990	-0.00031990	0	793.00	108.33	-56.90	0	Kepler
2892	Kepler-592	Transit	1	2.82019241	0.00000379	-0.00000379	0	1034.00	251.64	-102.80	0	Kepler
2893	Kepler-593	Transit	1	21.21708973	0.00005927	-0.00005927	0	1016.00	240.48	-106.78	0	Kepler
2894	Kepler-594	Transit	1	13.64618192	0.00003489	-0.00003489	0	742.00	70.43	-52.40	0	Kepler
2895	Kepler-595	Transit	1	25.30292332	0.00003003	-0.00003003	0	639.00	45.22	-31.97	0	Kepler
2896	Kepler-596	Transit	1	21.30022655	0.00004193	-0.00004193	0	1083.00	494.55	-155.88	0	Kepler
2897	Kepler-597	Transit	1	13.02365861	0.00002728	-0.00002728	0	660.00	43.20	-35.03	0	Kepler
2898	Kepler-598	Transit	1	3.70175428	0.00000971	-0.00000971	0	686.00	51.56	-38.84	0	Kepler
2899	Kepler-599	Transit	1	15.65562652	0.00003161	-0.00003161	0	627.00	35.42	-32.17	0	Kepler
2900	Kepler-6	Transit	1	3.23469960	0.00000040	-0.00000040	0					Kepler
2901	Kepler-60	Transit	3	7.13340000	0.00010000	-0.00010000	0					Kepler
2902	Kepler-60	Transit	3	8.91870000	0.00020000	-0.00020000	0					Kepler
2903	Kepler-60	Transit	3	11.89810000	0.00020000	-0.00020000	0					Kepler
2904	Kepler-600	Transit	1	23.67517607	0.00005668	-0.00005668	0	624.00	48.41	-47.92	0	Kepler
2905	Kepler-601	Transit	1	5.37886844	0.00000727	-0.00000727	0	429.00	12.44	-12.79	0	Kepler
2906	Kepler-602	Transit	1	15.28469497	0.00006919	-0.00006919	0	971.00	309.28	-157.90	0	Kepler
2907	Kepler-603	Transit	3	21.05358596	0.00008943	-0.00008943	0	967.00	217.66	-99.99	0	Kepler
2908	Kepler-603	Transit	3	127.90757740	0.00049990	-0.00049990	0	967.00	217.66	-99.99	0	Kepler
2909	Kepler-603	Transit	3	6.21712920	0.00004234	-0.00004234	0	967.00	217.66	-99.99	0	Kepler
2910	Kepler-604	Transit	1	25.85501786	0.00009434	-0.00009434	0	981.00	186.35	-110.47	0	Kepler
2911	Kepler-605	Transit	2	3.38353807	0.00000511	-0.00000511	0	570.00	63.27	-36.29	0	Kepler
2912	Kepler-605	Transit	2	2.35895152	0.00000837	-0.00000837	0	570.00	63.27	-36.29	0	Kepler
2913	Kepler-606	Transit	1	24.31575992	0.00007998	-0.00007998	0	1208.00	449.42	-196.86	0	Kepler
2914	Kepler-607	Transit	1	0.63816320	0.00000168	-0.00000168	0	500.00	33.43	-30.29	0	Kepler
2915	Kepler-608	Transit	1	6.41251504	0.00000542	-0.00000542	0	926.00	188.21	-111.78	0	Kepler
2916	Kepler-609	Transit	1	6.52121067	0.00000864	-0.00000864	0	1143.00	346.08	-153.04	0	Kepler
2917	Kepler-61	Transit	1	59.87756000	0.00020000	-0.00020000	0					Kepler
2918	Kepler-610	Transit	2	6.99692655	0.00000559	-0.00000559	0	1113.00	302.95	-122.19	0	Kepler
2919	Kepler-610	Transit	2	151.86392000	0.00111800	-0.00111800	0	1113.00	302.95	-122.19	0	Kepler
2920	Kepler-611	Transit	1	2.43703330	0.00000503	-0.00000503	0	906.00	215.68	-80.72	0	Kepler
2921	Kepler-612	Transit	1	3.72215641	0.00000376	-0.00000376	0	932.00	168.23	-78.85	0	Kepler
2922	Kepler-613	Transit	1	15.77979614	0.00004258	-0.00004258	0	864.00	150.34	-69.42	0	Kepler
2923	Kepler-614	Transit	1	14.03491514	0.00002597	-0.00002597	0	571.00	51.74	-39.17	0	Kepler
2924	Kepler-615	Transit	1	10.35584657	0.00001854	-0.00001854	0	330.00	14.56	-19.99	0	Kepler
2925	Kepler-616	Transit	2	9.99761851	0.00002138	-0.00002138	0	1019.00	139.79	-87.23	0	Kepler
2926	Kepler-616	Transit	2	90.41135560	0.00045220	-0.00045220	0	1019.00	139.79	-87.23	0	Kepler
2927	Kepler-617	Transit	1	1.68269615	0.00000111	-0.00000111	0	150.00	10.36	-10.31	0	Kepler
2928	Kepler-618	Transit	1	3.59576964	0.00000882	-0.00000882	0	1115.00	333.34	-118.31	0	Kepler
2929	Kepler-619	Transit	2	5.40427220	0.00000555	-0.00000555	0	1111.00	223.44	-113.12	0	Kepler
2930	Kepler-619	Transit	2	1.20846503	0.00000167	-0.00000167	0	1111.00	223.44	-113.12	0	Kepler
2931	Kepler-62	Transit	5	5.71493200	0.00000900	-0.00000900	0	368.00			0	Kepler
2932	Kepler-62	Transit	5	12.44170000	0.00010000	-0.00010000	0	368.00			0	Kepler
2933	Kepler-62	Transit	5	18.16406000	0.00002000	-0.00002000	0	368.00			0	Kepler
2934	Kepler-62	Transit	5	122.38740000	0.00080000	-0.00080000	0	368.00			0	Kepler
2935	Kepler-62	Transit	5	267.29100000	0.00500000	-0.00500000	0	368.00			0	Kepler
2936	Kepler-620	Transit	1	12.91375431	0.00004951	-0.00004951	0	1241.00	458.38	-167.77	0	Kepler
